Geographic name,percent elderly 65+,percent elderly 85+,Latitude,Longitude
Heart's Content,33.82352941176471,1.4705882352941175,47.872161,-53.368424
New Perlican,26.31578947368421,0.0,47.907784,-53.361034
New Perlican,27.77777777777778,5.555555555555555,47.907784,-53.361034
New Perlican,28.947368421052634,2.631578947368421,47.907784,-53.361034
Winterton,36.95652173913043,4.3478260869565215,47.955667,-53.329588
Winterton,40.909090909090914,2.272727272727273,47.955667,-53.329588
Winterton,37.77777777777778,4.444444444444445,47.955667,-53.329588
Hant's Harbour,25.806451612903224,0.0,48.005558,-53.26773
Hant's Harbour,30.303030303030305,3.0303030303030303,48.005558,-53.26773
Hant's Harbour,38.23529411764706,5.88235294117647,48.005558,-53.26773
Old Perlican,18.181818181818183,3.0303030303030303,48.082531,-53.005519
Old Perlican,19.68503937007874,3.937007874015748,48.082531,-53.005519
Old Perlican,21.311475409836063,4.918032786885246,48.082531,-53.005519
Bay de Verde,30.76923076923077,2.564102564102564,48.085194,-52.895034
Bay de Verde,27.500000000000004,2.5,48.085194,-52.895034
Bay de Verde,32.05128205128205,1.282051282051282,48.085194,-52.895034
Small Point-Adam's Cove-Blackhead-Broad Cove,26.31578947368421,0.0,47.837682,-53.098649
Small Point-Adam's Cove-Blackhead-Broad Cove,23.076923076923077,2.564102564102564,47.837682,-53.098649
Small Point-Adam's Cove-Blackhead-Broad Cove,24.358974358974358,1.282051282051282,47.837682,-53.098649
Salmon Cove,23.52941176470588,0.0,47.782033,-53.175116
Salmon Cove,22.058823529411764,1.4705882352941175,47.782033,-53.175116
Salmon Cove,22.794117647058822,0.7352941176470588,47.782033,-53.175116
Carbonear,25.0,4.069767441860465,47.722624,-53.228726
Carbonear,21.710526315789476,2.1929824561403506,47.722624,-53.228726
Carbonear,23.377960865087537,3.089598352214212,47.722624,-53.228726
Harbour Grace,24.836601307189543,1.9607843137254901,47.696724,-53.21369
Harbour Grace,23.809523809523807,1.7006802721088436,47.696724,-53.21369
Harbour Grace,24.540901502504173,1.8363939899833055,47.696724,-53.21369
Upper Island Cove,21.474358974358974,1.6025641025641024,47.648062,-53.212829
Upper Island Cove,20.13422818791946,1.342281879194631,47.648062,-53.212829
Upper Island Cove,22.699386503067483,1.8404907975460123,47.648062,-53.212829
Bishop's Cove,26.666666666666668,0.0,52.89,-60.511
Bishop's Cove,31.57894736842105,3.508771929824561,52.89,-60.511
Bishop's Cove,37.03703703703704,3.7037037037037033,52.89,-60.511
Spaniard's Bay,18.846153846153847,0.7692307692307693,47.58166,-53.273277
Spaniard's Bay,19.433962264150946,1.3207547169811322,47.58166,-53.273277
Spaniard's Bay,19.92619926199262,1.8450184501845017,47.58166,-53.273277
Bay Roberts,18.19757365684575,1.0398613518197575,47.598168,-53.257591
Bay Roberts,18.885191347753743,1.2479201331114809,47.598168,-53.257591
Bay Roberts,19.329073482428115,1.4376996805111821,47.598168,-53.257591
North River,18.96551724137931,1.7241379310344827,47.542792,-53.314469
North River,19.298245614035086,0.8771929824561403,47.542792,-53.314469
North River,19.642857142857142,1.7857142857142856,47.542792,-53.314469
Clarke's Beach,34.08360128617363,7.395498392282958,47.552354,-53.285857
Clarke's Beach,37.5,11.30952380952381,47.552354,-53.285857
Clarke's Beach,30.76923076923077,2.097902097902098,47.552354,-53.285857
South River,20.8955223880597,2.9850746268656714,47.554499,-53.287575
South River,25.806451612903224,1.6129032258064515,47.554499,-53.287575
South River,23.25581395348837,1.550387596899225,47.554499,-53.287575
Cupids,22.22222222222222,1.3888888888888888,47.561551,-53.205869
Cupids,23.684210526315788,1.3157894736842104,47.561551,-53.205869
Cupids,22.818791946308725,1.342281879194631,47.561551,-53.205869
Brigus,26.38888888888889,0.0,47.535825,-53.207761
Brigus,26.20689655172414,0.6896551724137931,47.535825,-53.207761
Brigus,25.675675675675674,2.7027027027027026,47.535825,-53.207761
Colliers,21.53846153846154,1.5384615384615385,52.89,-60.511
Colliers,19.696969696969695,1.5151515151515151,52.89,-60.511
Colliers,20.610687022900763,0.7633587786259541,52.89,-60.511
Conception Harbour,20.437956204379564,1.4598540145985401,47.446647,-53.203554
Conception Harbour,20.8955223880597,1.4925373134328357,47.446647,-53.203554
Conception Harbour,18.571428571428573,1.4285714285714286,47.446647,-53.203554
Avondale,21.875,1.5625,47.420665,-53.198308
Avondale,20.3125,0.78125,47.420665,-53.198308
Avondale,18.75,1.5625,47.420665,-53.198308
Harbour Main-Chapel's Cove-Lakeview,19.158878504672895,2.803738317757009,47.432795,-53.160254
Harbour Main-Chapel's Cove-Lakeview,17.142857142857142,1.9047619047619049,47.432795,-53.160254
Harbour Main-Chapel's Cove-Lakeview,21.100917431192663,3.669724770642202,47.432795,-53.160254
Holyrood,21.224489795918366,2.0408163265306123,47.379666,-53.165663
Holyrood,20.689655172413794,1.4198782961460445,47.379666,-53.165663
Holyrood,20.161290322580644,0.8064516129032258,47.379666,-53.165663
Conception Bay South,13.63106796116505,0.6601941747572815,47.49821,-52.990122
Conception Bay South,14.258911819887429,1.125703564727955,47.49821,-52.990122
Conception Bay South,13.969465648854962,0.8969465648854962,47.49821,-52.990122
Wabana,24.0,1.0,52.89,-60.511
Wabana,23.488372093023255,1.8604651162790697,52.89,-60.511
Wabana,23.580786026200872,2.1834061135371177,52.89,-60.511
Portugal Cove-St. Philip's,12.5,0.6127450980392157,47.613369,-52.842377
Portugal Cove-St. Philip's,12.63803680981595,0.7361963190184049,47.613369,-52.842377
Portugal Cove-St. Philip's,12.8992628992629,0.85995085995086,47.613369,-52.842377
Pouch Cove,13.861386138613863,1.4851485148514851,47.763632,-52.765906
Pouch Cove,14.527845036319611,1.2106537530266344,47.763632,-52.765906
Pouch Cove,15.09433962264151,0.9433962264150944,47.763632,-52.765906
Flatrock,8.187134502923977,0.5847953216374269,47.700755,-52.726367
Flatrock,9.696969696969697,0.0,47.700755,-52.726367
Flatrock,8.928571428571429,0.2976190476190476,47.700755,-52.726367
Torbay,9.585492227979273,0.38860103626943004,47.66621,-52.77041
Torbay,10.253164556962027,0.7594936708860759,47.66621,-52.77041
Torbay,10.767326732673267,1.1138613861386137,47.66621,-52.77041
Logy Bay-Middle Cove-Outer Cove,15.315315315315313,0.9009009009009009,47.623843,-52.691422
Logy Bay-Middle Cove-Outer Cove,15.765765765765765,0.9009009009009009,47.623843,-52.691422
Logy Bay-Middle Cove-Outer Cove,16.591928251121075,1.345291479820628,47.623843,-52.691422
Bauline,11.363636363636363,2.272727272727273,47.710021,-52.80932
Bauline,13.333333333333334,2.2222222222222223,47.710021,-52.80932
Bauline,14.893617021276595,2.127659574468085,47.710021,-52.80932
Paradise,7.88224121557455,0.4273504273504274,47.531548,-52.846628
Paradise,8.22814399251987,0.7713884992987377,47.531548,-52.846628
Paradise,8.609576427255986,1.1049723756906076,47.531548,-52.846628
Mount Pearl,17.708333333333336,2.0416666666666665,47.521458,-52.80912
Mount Pearl,15.746234596074851,1.004107713372889,47.521458,-52.80912
Mount Pearl,16.771945109997823,1.5465040296231758,47.521458,-52.80912
Petty Harbour-Maddox Cove,16.145833333333336,1.0416666666666665,47.896937,-53.078203
Petty Harbour-Maddox Cove,14.736842105263156,1.0526315789473684,47.896937,-53.078203
Petty Harbour-Maddox Cove,17.525773195876287,2.0618556701030926,47.896937,-53.078203
Bay Bulls,13.698630136986301,0.684931506849315,47.318591,-52.817795
Bay Bulls,15.333333333333332,0.6666666666666667,47.318591,-52.817795
Bay Bulls,16.233766233766232,1.2987012987012987,47.318591,-52.817795
Witless Bay,13.125,0.625,47.28265,-52.829908
Witless Bay,13.88888888888889,1.8518518518518516,47.28265,-52.829908
Witless Bay,14.723926380368098,3.067484662576687,47.28265,-52.829908
Lewin's Cove,20.37037037037037,1.8518518518518516,47.092156,-55.232338
Lewin's Cove,20.0,1.8181818181818181,47.092156,-55.232338
Lewin's Cove,21.818181818181817,1.8181818181818181,47.092156,-55.232338
Burin,17.82608695652174,1.7391304347826086,47.045377,-55.171509
Burin,19.00647948164147,1.2958963282937366,47.045377,-55.171509
Burin,19.742489270386265,1.2875536480686696,47.045377,-55.171509
Lawn,15.625,0.0,46.949494,-55.538194
Lawn,22.950819672131146,1.639344262295082,46.949494,-55.538194
Lawn,19.2,1.6,46.949494,-55.538194
Lamaline,22.22222222222222,0.0,46.858082,-55.80728
Lamaline,25.925925925925924,0.0,46.858082,-55.80728
Lamaline,24.074074074074073,1.8518518518518516,46.858082,-55.80728
Lord's Cove,25.0,0.0,48.64847,-58.996688
Lord's Cove,25.0,0.0,48.64847,-58.996688
Lord's Cove,18.75,0.0,48.64847,-58.996688
Point May,25.0,0.0,52.89,-60.511
Point May,22.727272727272727,0.0,52.89,-60.511
Point May,23.91304347826087,2.1739130434782608,52.89,-60.511
Point au Gaul,29.411764705882355,0.0,52.89,-60.511
Point au Gaul,33.33333333333333,0.0,52.89,-60.511
Point au Gaul,33.33333333333333,0.0,52.89,-60.511
Frenchman's Cove,29.411764705882355,0.0,47.215657,-55.402707
Frenchman's Cove,32.35294117647059,2.941176470588235,47.215657,-55.402707
Frenchman's Cove,35.294117647058826,0.0,47.215657,-55.402707
Fortune,26.08695652173913,1.4492753623188406,47.072889,-55.828156
Fortune,28.87323943661972,2.112676056338028,47.072889,-55.828156
Fortune,27.500000000000004,1.7857142857142856,47.072889,-55.828156
Grand Bank,31.16883116883117,4.978354978354979,47.096285,-55.759083
Grand Bank,32.37704918032787,6.557377049180328,47.096285,-55.759083
Grand Bank,30.275229357798167,3.669724770642202,47.096285,-55.759083
Garnish,23.893805309734514,3.5398230088495577,47.234996,-55.360264
Garnish,22.413793103448278,1.7241379310344827,47.234996,-55.360264
Garnish,23.214285714285715,3.571428571428571,47.234996,-55.360264
Winterland,15.789473684210526,0.0,47.162244,-55.298407
Winterland,17.073170731707318,2.4390243902439024,47.162244,-55.298407
Winterland,16.666666666666664,1.282051282051282,47.162244,-55.298407
Marystown,19.92619926199262,2.3985239852398523,47.165339,-55.155704
Marystown,19.172932330827066,1.8796992481203008,47.165339,-55.155704
Marystown,18.39080459770115,1.3409961685823755,47.165339,-55.155704
Fox Cove-Mortier,20.689655172413794,0.0,52.89,-60.511
Fox Cove-Mortier,20.33898305084746,0.0,52.89,-60.511
Fox Cove-Mortier,20.0,0.0,52.89,-60.511
Bay L'Argent,28.000000000000004,0.0,47.545597,-54.893732
Bay L'Argent,34.78260869565217,0.0,47.545597,-54.893732
Bay L'Argent,31.25,2.083333333333333,47.545597,-54.893732
Grand le Pierre,20.0,0.0,47.67901,-54.785927
Grand le Pierre,17.391304347826086,0.0,47.67901,-54.785927
Grand le Pierre,19.148936170212767,2.127659574468085,47.67901,-54.785927
Rushoon,26.923076923076923,3.8461538461538463,47.354449,-54.914714
Rushoon,29.166666666666668,4.166666666666666,47.354449,-54.914714
Rushoon,26.53061224489796,4.081632653061225,47.354449,-54.914714
Parkers Cove,20.0,0.0,47.395994,-54.862132
Parkers Cove,18.51851851851852,0.0,47.395994,-54.862132
Parkers Cove,21.73913043478261,0.0,47.395994,-54.862132
Terrenceville,19.148936170212767,0.0,47.662416,-54.721406
Terrenceville,18.0,0.0,47.662416,-54.721406
Terrenceville,18.75,0.0,47.662416,-54.721406
Red Harbour,15.789473684210526,0.0,47.296358,-55.009451
Red Harbour,22.22222222222222,5.555555555555555,47.296358,-55.009451
Red Harbour,18.421052631578945,2.631578947368421,47.296358,-55.009451
English Harbour East,13.333333333333334,0.0,47.634893,-54.886224
English Harbour East,30.76923076923077,0.0,47.634893,-54.886224
English Harbour East,21.428571428571427,0.0,47.634893,-54.886224
Baine Harbour,25.0,0.0,47.358752,-54.894265
Baine Harbour,28.000000000000004,0.0,47.358752,-54.894265
Baine Harbour,33.33333333333333,0.0,47.358752,-54.894265
Little Bay East,33.33333333333333,0.0,47.554413,-54.850794
Little Bay East,30.76923076923077,0.0,47.554413,-54.850794
Little Bay East,32.0,4.0,47.554413,-54.850794
Rencontre East,14.814814814814813,0.0,47.647543,-55.231392
Rencontre East,14.285714285714285,7.142857142857142,47.647543,-55.231392
Rencontre East,14.285714285714285,0.0,47.647543,-55.231392
Belleoram,12.0,0.0,47.523783,-55.41216
Belleoram,14.705882352941178,0.0,47.523783,-55.41216
Belleoram,9.75609756097561,0.0,47.523783,-55.41216
Pool's Cove,36.84210526315789,0.0,47.68202,-55.4332
Pool's Cove,21.052631578947366,0.0,47.68202,-55.4332
Pool's Cove,28.205128205128204,2.564102564102564,47.68202,-55.4332
Harbour Breton,17.72151898734177,0.0,47.469531,-55.821456
Harbour Breton,19.526627218934912,2.366863905325444,47.469531,-55.821456
Harbour Breton,18.654434250764528,1.2232415902140672,47.469531,-55.821456
Seal Cove (Fortune Bay),43.47826086956522,0.0,47.072889,-55.828156
Seal Cove (Fortune Bay),42.30769230769231,0.0,47.072889,-55.828156
Seal Cove (Fortune Bay),43.75,2.083333333333333,47.072889,-55.828156
Hermitage-Sandyville,30.23255813953488,2.3255813953488373,47.557426,-55.927904
Hermitage-Sandyville,26.82926829268293,2.4390243902439024,47.557426,-55.927904
Hermitage-Sandyville,29.761904761904763,2.380952380952381,47.557426,-55.927904
Gaultois,20.0,0.0,47.607679,-55.920087
Gaultois,25.925925925925924,0.0,47.607679,-55.920087
Gaultois,23.076923076923077,0.0,47.607679,-55.920087
Milltown-Head of Bay d'Espoir,28.767123287671232,1.36986301369863,47.916034,-55.74688
Milltown-Head of Bay d'Espoir,30.0,2.0,47.916034,-55.74688
Milltown-Head of Bay d'Espoir,30.76923076923077,2.564102564102564,47.916034,-55.74688
Morrisville,30.0,0.0,47.494718,-53.227094
Morrisville,30.0,0.0,47.494718,-53.227094
Morrisville,27.27272727272727,0.0,47.494718,-53.227094
Ramea,27.906976744186046,0.0,47.522919,-57.386908
Ramea,27.77777777777778,1.1111111111111112,47.522919,-57.386908
Ramea,27.659574468085108,2.127659574468085,47.522919,-57.386908
Burgeo,28.735632183908045,1.9157088122605364,47.612361,-57.613889
Burgeo,29.927007299270077,2.18978102189781,47.612361,-57.613889
Burgeo,28.000000000000004,0.8,47.612361,-57.613889
Isle aux Morts,25.757575757575758,3.0303030303030303,47.587509,-58.974264
Isle aux Morts,25.757575757575758,1.5151515151515151,47.587509,-58.974264
Isle aux Morts,27.06766917293233,2.2556390977443606,47.587509,-58.974264
Burnt Islands,18.0327868852459,1.639344262295082,47.604448,-58.874858
Burnt Islands,17.599999999999998,0.8,47.604448,-58.874858
Burnt Islands,17.46031746031746,1.5873015873015872,47.604448,-58.874858
Channel-Port aux Basques,23.157894736842106,2.368421052631579,47.570912,-59.135614
Channel-Port aux Basques,27.64976958525346,3.9170506912442393,47.570912,-59.135614
Channel-Port aux Basques,25.552825552825553,3.194103194103194,47.570912,-59.135614
Rose Blanche-Harbour le Cou,33.33333333333333,2.564102564102564,47.611586,-58.693407
Rose Blanche-Harbour le Cou,35.44303797468354,3.79746835443038,47.611586,-58.693407
Rose Blanche-Harbour le Cou,38.46153846153847,5.128205128205128,47.611586,-58.693407
Samiajij Miawpukek,6.666666666666667,0.0,52.89,-60.511
Samiajij Miawpukek,6.806282722513089,0.5235602094240838,52.89,-60.511
Samiajij Miawpukek,5.9405940594059405,0.9900990099009901,52.89,-60.511
Gallants,50.0,10.0,48.703091,-58.241871
Gallants,60.0,0.0,48.703091,-58.241871
Gallants,50.0,25.0,48.703091,-58.241871
Stephenville Crossing,25.153374233128833,2.4539877300613497,48.503397,-58.435321
Stephenville Crossing,25.290697674418606,3.488372093023256,48.503397,-58.435321
Stephenville Crossing,25.41436464088398,4.41988950276243,48.503397,-58.435321
Stephenville,22.356495468277945,2.3413897280966767,48.549832,-58.572356
Stephenville,23.4375,2.840909090909091,48.549832,-58.572356
Stephenville,21.09500805152979,1.932367149758454,48.549832,-58.572356
Kippens,22.388059701492537,1.9900497512437811,48.549832,-58.572356
