Geographic name,percent elderly 65+ 2016,percent elderly 85+ 2016,percent elderly 65+ 2011,percent elderly 85+ 2011,Latitude,Longitude,predicted 65+,predicted 85+
Portugal Cove South,20.0,0.0,15.625,0.0,47.613369,-52.842377,23.5,0.0
Trepassey,36.734693877551024,2.0408163265306123,22.807017543859647,1.7543859649122806,46.737496,-53.364128,47.87683494450448,2.2699606158252834
St. Shott's,42.857142857142854,0.0,12.5,0.0,52.89,-60.511,67.14285714285688,0.0
Cape Broyle,19.148936170212767,0.0,20.0,2.0,47.095251,-52.95655,18.468085106383,0.0
Renews-Cappahayden,29.03225806451613,0.0,15.151515151515152,3.0303030303030303,46.88541,-52.935499,40.13685239491679,0.0
Fermeuse,23.333333333333332,3.3333333333333335,15.625,0.0,46.976139,-52.944003,29.5,6.0
Aquaforte,37.5,0.0,25.0,0.0,47.006499,-52.958695,47.5,0.0
Ferryland,25.301204819277107,2.4096385542168677,19.35483870967742,2.1505376344086025,47.035664,-52.884379,30.058297706956637,2.6169192900634783
Gaskiers-Point La Haye,32.0,0.0,25.0,0.0,52.89,-60.511,37.600000000000364,0.0
Riverhead,29.72972972972973,0.0,21.428571428571427,0.0,52.89,-60.511,36.370656370656434,0.0
Mount Carmel-Mitchells Brook-St. Catherine's,32.35294117647059,0.0,25.71428571428571,2.857142857142857,47.132321,-53.497723,37.66386554621886,0.0
Colinet,33.33333333333333,0.0,33.33333333333333,0.0,47.219266,-53.552108,33.33333333333333,0.0
Branch,23.809523809523807,4.761904761904762,13.636363636363637,0.0,46.88206,-53.953498,31.94805194805167,8.571428571428442
Placentia,27.966101694915253,3.954802259887006,22.371967654986523,4.31266846361186,47.364083,-53.857708,32.44140892685846,3.668509296907132
Fox Harbour,23.52941176470588,0.0,18.51851851851852,0.0,47.32123,-53.91255,27.53812636165594,0.0
Long Harbour-Mount Arlington Heights,25.0,0.0,19.35483870967742,3.225806451612903,47.385673,-53.756172,29.51612903225805,0.0
Southern Harbour,18.91891891891892,0.0,14.000000000000002,0.0,47.714619,-53.972145,22.854054054053904,0.0
Arnold's Cove,23.958333333333336,1.0416666666666663,17.708333333333336,1.0416666666666663,47.772662,-53.9785,28.958333333333485,1.0416666666666663
Come By Chance,17.391304347826086,0.0,25.0,0.0,47.802766,-53.998434,11.304347826086996,0.0
Sunnyside,25.64102564102564,0.0,17.391304347826086,0.0,47.897371,-53.949718,32.240802675584746,0.0
Chance Cove,36.0,0.0,27.58620689655172,0.0,47.650815,-53.800656,42.73103448275879,0.0
Norman's Cove-Long Cove,30.303030303030305,4.545454545454546,23.28767123287671,4.10958904109589,47.561807,-53.695672,35.91531755915321,4.894146948941454
Chapel Arm,24.444444444444443,2.2222222222222223,19.148936170212767,0.0,47.518965,-53.674622,28.680851063829323,4.0
Whitbourne,23.52941176470588,1.1764705882352942,20.224719101123593,1.1235955056179776,47.420064,-53.535784,26.173165895571856,1.2187706543291483
Whiteway,31.08108108108108,6.756756756756757,27.58620689655172,5.172413793103448,47.665428,-53.485436,33.876980428704655,8.0242311276794
Heart's Delight-Islington,29.230769230769234,0.0,22.388059701492537,1.4925373134328357,47.759507,-53.481573,34.70493685419024,0.0
Heart's Desire,25.0,0.0,19.047619047619047,0.0,47.810467,-53.445571,29.76190476190459,0.0
Heart's Content,29.411764705882355,0.0,27.77777777777778,0.0,47.872161,-53.368424,30.71895424836589,0.0
New Perlican,26.31578947368421,0.0,19.047619047619047,0.0,47.907784,-53.361034,32.13032581453672,0.0
Winterton,36.95652173913043,4.3478260869565215,28.000000000000004,2.0,47.955667,-53.329588,44.121739130434435,6.226086956521726
Hant's Harbour,25.806451612903224,0.0,24.24242424242424,3.0303030303030303,48.005558,-53.26773,27.05767350928636,0.0
Old Perlican,18.181818181818183,3.0303030303030303,16.666666666666664,3.0303030303030303,48.082531,-53.005519,19.393939393939377,3.0303030303030303
Bay de Verde,30.76923076923077,2.564102564102564,21.951219512195124,0.0,48.085194,-52.895034,37.8236397748592,4.615384615384528
Small Point-Adam's Cove-Blackhead-Broad Cove,26.31578947368421,0.0,25.64102564102564,2.564102564102564,47.837682,-53.098649,26.855600539811093,0.0
Salmon Cove,23.52941176470588,0.0,18.181818181818183,0.0,47.782033,-53.175116,27.807486631016218,0.0
Carbonear,25.0,4.069767441860465,22.664015904572565,4.572564612326044,47.722624,-53.228726,26.868787276342005,3.667529705488022
Harbour Grace,24.836601307189543,1.96078431372549,19.5046439628483,2.1671826625387,47.696724,-53.21369,29.10216718266247,1.7956656346749327
Upper Island Cove,21.474358974358974,1.6025641025641024,17.86833855799373,1.2539184952978055,47.648062,-53.212829,24.359175307451096,1.8814805883771442
Bishop's Cove,26.666666666666668,0.0,23.333333333333332,0.0,52.89,-60.511,29.333333333333258,0.0
Spaniard's Bay,18.846153846153847,0.7692307692307693,14.942528735632186,0.7662835249042145,47.58166,-53.273277,21.96905393457132,0.7715885646920132
